a,b,c,d,e,f,g,h,i,j,k,l
1,236.012,24.6642,93.5396,6,105.196,0,-3.92958,-5.28787,-3.92958,-2.71843,-9.34959
1,235.318,27.6181,98.8796,4,109.605,0,-3.81637,-5.97909,-3.81637,-4.17803,-11.6533
1,235.348,27.2311,105.771,5,105.2,0,-3.4234,-4.54293,-3.4234,-4.30301,-9.84515
1,234.246,26.2718,111.252,5,105.991,0,-4.17042,-5.04398,-4.17042,-4.83777,-7.74967
1,232.093,23.6659,116.636,6,105.433,0,-4.12692,-3.70496,-4.12692,-3.24996,-8.7062
1,236.954,29.2632,93.6036,5,107.082,0,-4.2418,-2.49587,-4.2418,-3.65655,-8.30028
1,236.229,32.7153,99.2355,4,109.267,0,-3.81092,-6.65666,-3.81092,-4.90945,-12.1536
1,235.59,32.5398,105.186,5,104.745,0,-3.3782,-5.24725,-3.3782,-2.50265,-7.5604
1,234.56,30.6342,111.196,5,106.394,0,-4.73281,-4.07717,-4.73281,-5.00014,-8.51537
1,233.364,28.8156,117.295,4,103.995,0,-3.91364,-3.55194,-3.91364,-1.87784,-7.0043
1,237.161,34.3608,93.1926,4,108.656,0,-3.66627,-2.66168,-3.66627,-2.49663,-7.46443
1,236.538,37.2945,99.4866,4,108.308,0,-3.09183,-5.29654,-3.09183,-4.19174,-10.7852
1,235.462,37.6039,104.557,5,106.179,0,-3.43858,-5.71474,-3.43858,-3.81793,-11.3378
1,234.601,35.5265,110.813,5,105.888,0,-3.55858,-5.6492,-3.55858,-2.45161,-7.36301
1,233.219,33.6686,116.521,5,106.56,0,-3.56995,-6.73229,-3.56995,-1.9877,-7.12241
1,237.473,39.3209,93.1995,5,107.031,0,-3.59889,-4.44906,-3.59889,-3.22619,-6.59251
1,236.722,42.3435,99.2245,6,107.099,0,-4.58044,-5.56059,-4.58044,-2.69253,-7.47849
1,235.833,42.8289,104.4,4,109.758,0,-4.3851,-5.01818,-4.3851,-4.27066,-10.4479
1,234.676,40.4007,110.424,5,106.656,0,-4.12196,-7.05261,-4.12196,-2.11169,-10.5269
1,233.329,38.5961,116.54,5,107.849,0,-4.21895,-3.65802,-4.21895,-2.86121,-7.7356
1,237.606,44.6264,93.1475,4,107.111,0,-3.18242,-4.72002,-3.18242,-2.51138,-6.09908
1,236.967,47.0939,98.8495,5,107.456,0,-4.5881,-6.98221,-4.5881,-4.60339,-10.9278
1,235.545,47.5826,104.28,5,105.428,0,-4.00611,-6.37623,-4.00611,-4.13553,-11.0488
1,235.213,44.7994,110.604,5,105.264,0,-3.21594,-6.21374,-3.21594,-4.55228,-7.75667
1,234.892,42.6585,116.647,5,105.55,0,-3.69701,-4.60716,-3.69701,-2.71762,-6.33402
1,237.503,49.2384,93.1215,4,106.05,0,-5.03684,-4.53724,-5.03684,-2.05779,-7.11293
1,236.468,51.852,98.9916,6,106.661,0,-4.92677,-5.98287,-4.92677,-3.29317,-9.157
1,235.558,52.2455,104.308,5,106.637,0,-3.39111,-7.03919,-3.39111,-3.6402,-9.63865
1,235.164,49.5535,110.47,5,106.488,0,-3.3679,-5.08892,-3.3679,-4.4418,-8.53936
1,233.826,47.078,116.702,5,106.96,0,-3.89635,-3.39343,-3.89635,-2.4752,-5.32019
1,236.929,53.7799,93.7966,5,107.321,0,-4.65819,-3.41512,-4.65819,-4.58605,-8.58924
1,236.783,56.8487,98.8806,6,103.736,0,-4.77197,-4.04964,-4.77197,-3.21405,-10.8315
1,235.578,56.9804,104.178,5,106.002,0,-4.15929,-6.24066,-4.15929,-3.68729,-8.05706
1,233.889,55.0703,109.965,5,107.263,0,-4.03726,-6.32374,-4.03726,-3.97471,-8.61998
1,233.97,52.338,116.274,4,109.248,0,-3.21087,-3.68333,-3.21087,-3.60719,-8.35839
1,237.315,59.0108,93.0865,6,106.126,0,-4.87801,-4.29564,-4.87801,-3.11213,-5.54959
1,236.521,61.1092,98.7175,4,108.299,0,-4.25701,-5.72566,-4.25701,-3.13705,-9.82817
1,235.406,61.7852,104.102,5,105.907,0,-4.66016,-6.61269,-4.66016,-4.03226,-10.867
1,234.312,59.6052,110.101,6,105.272,0,-4.62727,-5.35673,-4.62727,-5.94039,-9.8183
1,232.766,57.2292,115.506,5,105.262,0,-3.97388,-4.06531,-3.97388,-5.16049,-8.43288
1,237.395,63.7016,93.0776,6,106.296,0,-5.17763,-4.92054,-5.17763,-3.8652,-6.62789
1,236.559,65.8911,98.7065,4,108.284,0,-4.37818,-5.40222,-4.37818,-3.07992,-11.7012
1,235.622,66.4406,104.132,5,106.344,0,-3.65533,-6.04454,-3.65533,-6.31067,-9.9792
1,235.055,64.1064,110.147,5,105.889,0,-3.44557,-5.49514,-3.44557,-4.57107,-8.95269
1,233.557,62.0544,116.438,5,106.461,0,-2.63205,-4.49521,-2.63205,-2.57583,-7.88512
1,236.921,67.9867,92.7056,5,107.342,0,-4.42967,-3.92647,-4.42967,-2.29623,-6.47994
1,236.632,70.6579,98.7806,5,107.692,0,-4.0706,-6.35893,-4.0706,-3.44768,-8.9833
1,236.653,71.391,103.492,4,109.307,0,-4.90919,-5.10722,-4.90919,-4.3101,-10.988
1,235.246,69.0242,109.921,5,105.914,0,-2.96619,-5.30523,-2.96619,-3.1741,-8.2021
1,233.695,67.054,115.825,4,109.24,0,-3.1869,-4.88262,-3.1869,-3.91447,-8.53883
1,237.462,74.341,93.5865,5,106.273,0,-2.73743,-3.84899,-2.73743,-1.52726,-7.59717
1,236.499,75.3433,98.8425,4,108.51,0,-3.81533,-6.1186,-3.81533,-5.15833,-11.2563
1,237.917,76.4341,104.464,4,109.478,0,-4.34268,-2.84693,-4.34268,-4.87946,-9.07737
1,236.233,74.2917,109.992,4,109.369,0,-3.21357,-6.83008,-3.21357,-4.37149,-11.2352
1,234.402,71.9966,115.995,4,107.85,0,-3.81136,-3.79098,-3.81136,-3.4661,-8.36839
1,237.442,78.9695,93.7195,4,106.44,0,-4.29463,-4.04208,-4.29463,-1.82766,-8.67276
1,236.457,79.8331,98.8666,5,107.523,0,-5.50228,-6.7547,-5.50228,-5.05793,-10.703
1,236.5,81.9404,104.748,4,109.207,0,-3.88186,-7.48039,-3.88186,-4.42396,-10.2841
1,236.381,78.1102,111.156,5,105.034,0,-4.11153,-4.77886,-4.11153,-4.33453,-9.67053
1,234.156,76.6106,117.334,4,106.968,0,-3.01699,-3.22251,-3.01699,-3.13841,-6.32282
1,237.399,84.3445,93.6196,5,105.973,0,-2.49837,-5.08686,-2.49837,-2.4941,-6.68412
1,236.326,84.3619,99.1536,4,105.12,0,-5.36067,-5.87972,-5.36067,-3.21005,-10.0547
1,235.92,86.5858,104.717,5,106.326,0,-4.03314,-5.28455,-4.03314,-6.11765,-7.77865
1,235.251,83.9874,110.52,5,105.107,0,-4.21173,-5.84364,-4.21173,-4.26098,-10.5649
1,233.751,81.9325,116.267,4,107.925,0,-3.70395,-5.05957,-3.70395,-3.11774,-10.0085
1,236.924,88.9686,93.3486,5,106.38,0,-3.33279,-4.74343,-3.33279,-4.09831,-8.93615
1,235.959,89.2836,99.0955,4,109.813,0,-4.51171,-5.61955,-4.51171,-6.04117,-11.5618
1,235.921,91.7793,105.197,5,106.514,0,-4.27855,-5.86039,-4.27855,-4.99907,-10.1874
1,235.225,89.0802,110.855,4,107.815,0,-4.61995,-4.65031,-4.61995,-3.7868,-7.729
1,234.206,86.5484,116.176,5,107.399,0,-4.59453,-3.3978,-4.59453,-2.42128,-8.37101
1,236.776,94.6361,93.4196,4,107.868,0,-4.23079,-3.17726,-4.23079,-2.43883,-8.6773
1,236.258,94.2084,98.6926,5,106.33,0,-3.60879,-5.75778,-3.60879,-2.37721,-10.6742
1,234.686,96.6863,104.898,5,106.142,0,-3.51749,-7.94374,-3.51749,-3.9013,-9.33642
1,235.337,93.9595,111.442,6,104.585,0,-4.58525,-5.46371,-4.58525,-4.67561,-9.3432
1,234.269,91.0781,116.717,4,109.464,0,-3.86784,-3.55257,-3.86784,-4.88438,-7.28402
1,237.168,99.113,93.6395,5,105.372,0,-2.96834,-3.2158,-2.96834,-3.25575,-7.23835
1,236.106,99.2381,99.1835,4,110.787,0,-4.47077,-5.25354,-4.47077,-3.85343,-11.673
1,234.837,101.109,105.177,5,106.361,0,-4.34408,-6.0789,-4.34408,-5.05509,-9.85071
1,234.822,98.5492,111.566,5,105.882,0,-2.85383,-6.98639,-2.85383,-4.11222,-9.68622
1,233.8,95.7191,116.68,5,106.237,0,-4.51699,-4.88643,-4.51699,-5.21905,-7.06908
1,236.833,104.211,93.3625,5,106.484,0,-3.1644,-3.33318,-3.1644,-2.4982,-5.21107
1,236.093,103.825,99.5375,4,108.711,0,-4.4281,-5.89129,-4.4281,-4.17211,-10.7172
1,234.654,106.315,105.093,5,106.635,0,-5.27008,-5.21177,-5.27008,-4.29827,-8.47922
1,234.424,103.222,111.161,5,105.566,0,-3.29147,-5.10203,-3.29147,-3.7968,-8.10422
1,233.633,100.175,116.828,5,106.243,0,-3.65906,-4.93457,-3.65906,-4.42138,-7.94145
1,242.51,9.89912,94.5735,2,95.3607,0,-2.42414,-3.4768,-2.42414,-2.5263,-4.77367
1,239.412,12.0754,99.8926,5,106.829,0,-5.37156,-6.87042,-5.37156,-4.0343,-10.1616
1,239.707,11.0612,104.508,6,104.61,0,-4.80947,-4.99455,-4.80947,-2.6704,-9.82323
1,239.649,9.94962,110.281,5,105.647,0,-3.38853,-4.17253,-3.38853,-3.74782,-9.99504
1,239.228,10.4951,117.566,4,106.606,0,-1.75793,-4.52658,-1.75793,-0.698904,-5.40628
1,239.861,16.8753,100.266,5,105.919,0,-3.53591,-6.97647,-3.53591,-2.33923,-9.37484
1,238.955,15.9323,104.384,4,108.713,0,-4.38683,-5.64991,-4.38683,-4.64571,-12.7541
1,239.381,14.9633,111.326,5,107.424,0,-4.05151,-4.62657,-4.05151,-2.08803,-11.3834
1,238.324,15.5683,117.68,3,118.269,0,-1.21126,-2.76186,-1.21126,-2.5478,-5.28617
1,241.801,20.1041,94.6246,3,113.708,0,-2.14281,-2.52547,-2.14281,-2.72118,-4.97347
1,241.056,22.824,101.378,5,105.525,0,-4.06653,-3.74474,-4.06653,-4.45365,-9.69116
1,239.723,21.5119,106.181,6,102.987,0,-3.60748,-4.27833,-3.60748,-2.66951,-8.02101
1,239.083,20.1504,112.054,5,105.308,0,-3.77666,-5.86603,-3.77666,-3.36484,-9.20338
1,241.269,26.8266,99.9976,5,106.915,0,-4.60786,-6.81317,-4.60786,-3.12242,-9.45659
1,240.65,26.3362,104.828,4,109.017,0,-3.00272,-5.71763,-3.00272,-3.05273,-10.2944
1,239.644,24.9075,111.854,5,106.672,0,-4.76116,-5.39776,-4.76116,-3.97001,-11.0014
1,238.581,23.2326,117.784,3,85.8218,0,-2.24896,-2.83582,-2.24896,-3.21216,-4.40233
1,242.017,30.9679,99.2015,6,104.319,0,-3.92225,-5.96982,-3.92225,-1.85267,-9.6224
1,240.15,31.3687,104.899,4,109.245,0,-3.1947,-7.09213,-3.1947,-4.20261,-10.6546
1,239.781,30.7151,111.414,4,108.085,0,-2.96241,-5.23922,-2.96241,-4.49708,-9.6805
1,242.208,35.8718,99.1805,6,105.209,0,-3.92963,-5.41317,-3.92963,-3.87496,-9.33283
1,241.094,36.5893,104.891,5,105.852,0,-4.51848,-5.47009,-4.51848,-3.31957,-10.6236
1,240.537,35.6236,111.268,5,105.055,0,-4.32404,-6.3724,-4.32404,-4.27536,-8.34132
1,240.474,34.1532,115.873,5,105.85,0,-3.28064,-3.98318,-3.28064,-3.05581,-5.71818
1,241.669,40.0118,98.6116,6,103.296,0,-4.69291,-4.55431,-4.69291,-4.39975,-8.05064
1,241.918,42.7889,104.441,5,107.142,0,-5.20655,-5.08296,-5.20655,-3.71124,-8.68159
1,240.668,39.6362,110.898,4,109.471,0,-3.57641,-5.29927,-3.57641,-5.0592,-10.5832
1,239.603,38.6634,116.402,4,108.904,0,-2.62837,-4.00503,-2.62837,-4.56131,-6.32825
1,242.298,45.4707,99.3536,4,108.667,0,-4.24664,-4.47953,-4.24664,-5.0514,-9.12057
1,241.562,47.5905,104.38,5,106.137,0,-5.16047,-5.96819,-5.16047,-5.64836,-9.44787
1,240.77,45.1871,111.292,6,102.669,0,-4.7066,-2.81117,-4.7066,-2.65633,-8.55098
1,239.257,43.3266,116.932,4,109.032,0,-3.15578,-4.35538,-3.15578,-3.86271,-5.53173
1,242.289,50.2223,98.7145,4,107.651,0,-3.90792,-5.96722,-3.90792,-6.37764,-10.756
1,241.042,52.3297,104.55,4,108.634,0,-4.3291,-4.45889,-4.3291,-4.87819,-11.2967
1,241.246,50.2684,110.535,5,107.485,0,-4.01338,-2.76265,-4.01338,-3.87701,-8.83846
1,239.934,48.3764,117.05,4,103.669,0,-2.63949,-4.78388,-2.63949,-3.17658,-6.07263
1,241.666,54.1527,98.6595,4,110.274,0,-3.7024,-4.6332,-3.7024,-3.85462,-11.7135
1,241.048,57.8778,104.836,5,105.853,0,-3.27878,-5.82712,-3.27878,-5.01232,-10.2521
1,240.616,56.6173,110.314,5,106.985,0,-4.81972,-4.60048,-4.81972,-3.27541,-9.32891
1,238.849,53.1663,116.358,4,109.258,0,-2.17316,-4.80608,-2.17316,-4.82087,-6.37424
1,241.813,59.1879,98.9835,5,106.806,0,-5.84983,-4.65325,-5.84983,-5.03829,-11.8558
1,241.519,62.5096,104.266,5,106.272,0,-3.69899,-4.42595,-3.69899,-5.6039,-8.99581
1,239.658,60.859,110.472,6,106.461,0,-5.21705,-4.92328,-5.21705,-4.98318,-8.33045
1,237.955,58.9577,115.787,5,104.833,0,-3.71264,-2.80271,-3.71264,-3.66939,-6.77966
1,242.247,64.3675,98.5776,5,107.453,0,-5.12929,-4.93068,-5.12929,-3.98961,-9.72447
1,241.674,67.0378,104.253,5,106.405,0,-2.77611,-5.0736,-2.77611,-4.55205,-9.58944
1,240.351,65.1092,110.575,5,106.567,0,-4.61593,-5.99298,-4.61593,-4.60522,-9.42134
1,240.073,63.4095,116.336,5,107.395,0,-5.36903,-4.19208,-5.36903,-3.37762,-6.96793
1,242.408,69.3264,99.0065,4,108.952,0,-3.68956,-6.7622,-3.68956,-3.68758,-11.9418
1,241.729,71.5266,104.315,4,107.625,0,-3.77974,-5.0817,-3.77974,-2.66088,-8.61643
1,240.733,69.6613,110.509,5,105.028,0,-4.7139,-4.26724,-4.7139,-6.62795,-8.96162
1,239.205,67.7562,116.775,4,104.992,0,-2.20338,-5.42685,-2.20338,-3.15892,-7.96456
1,242.307,73.8478,98.5526,4,107.661,0,-4.51505,-5.65269,-4.51505,-3.4452,-9.80739
1,240.973,76.6957,104.918,5,107.111,0,-4.28334,-5.99153,-4.28334,-5.15669,-9.04299
1,240.862,75.3053,108.98,5,106.766,0,-4.13364,-5.51009,-4.13364,-5.00387,-10.1337
1,239.637,72.5937,115.339,6,103.895,0,-3.28083,-3.33721,-3.28083,-3.89243,-7.68399
1,242.392,78.4884,99.1716,4,109.221,0,-4.31557,-5.8972,-4.31557,-2.78638,-9.04698
1,241.071,81.3372,104.726,4,106.816,0,-3.6182,-6.44318,-3.6182,-3.12746,-10.8376
1,241.138,80.5237,111.331,5,104.566,0,-3.49198,-5.99297,-3.49198,-2.65752,-7.77587
1,240.383,78.9037,116.208,4,107.925,0,-3.6999,-2.65394,-3.6999,-4.31837,-6.90661
1,242.359,83.2032,99.5995,6,105.288,0,-4.20607,-5.46648,-4.20607,-2.66787,-10.307
1,241.44,85.8594,104.538,5,106.009,0,-4.23351,-5.76536,-4.23351,-4.25824,-9.77291
1,241.862,85.9371,110.399,4,108.351,0,-4.90928,-2.91946,-4.90928,-5.10023,-9.64112
1,240.383,83.2174,116.887,4,107.749,0,-2.49742,-4.09703,-2.49742,-2.06373,-7.72739
1,242.315,88.1398,99.6586,6,105.454,0,-5.5437,-6.09405,-5.5437,-3.85629,-7.77117
1,241.497,90.1245,105.28,4,108.294,0,-5.14107,-5.95834,-5.14107,-4.17569,-10.792
1,240.608,90.5421,110.674,5,105.795,0,-3.60261,-6.31626,-3.60261,-4.86344,-9.32384
1,239.561,88.1351,116.259,6,104.345,0,-4.15405,-3.41694,-4.15405,-4.02471,-6.75101
1,241.866,92.8252,99.9105,6,106.117,0,-5.12028,-6.11332,-5.12028,-3.32259,-9.86128
1,241.326,95.2287,105.474,5,106.711,0,-4.11379,-5.82066,-4.11379,-3.85728,-9.34999
1,240.345,95.2977,110.794,5,106.157,0,-4.72028,-5.01519,-4.72028,-4.15565,-10.6889
1,240.181,92.8926,116.535,5,107.54,0,-3.75818,-4.41948,-3.75818,-2.97482,-6.2494
1,241.782,97.8027,99.8975,4,107.538,0,-3.79907,-5.91002,-3.79907,-3.8313,-11.4026
1,240.773,100.133,105.49,5,107.368,0,-4.17811,-5.85661,-4.17811,-2.64377,-9.74847
1,240.075,99.8543,110.983,5,106.182,0,-4.18545,-5.32499,-4.18545,-4.45355,-9.26319
1,240.146,97.3457,116.712,4,109.474,0,-3.12915,-3.46142,-3.12915,-4.41408,-5.16856
1,241.587,102.733,100.103,4,108.858,0,-2.95331,-6.0306,-2.95331,-5.42858,-11.1563
1,240.476,104.929,105.481,5,106.549,0,-5.41048,-5.47229,-5.41048,-3.32094,-9.7533
1,240.077,104.496,111.056,5,106.005,0,-4.25269,-5.75549,-4.25269,-5.26455,-9.67983
1,239.378,102.321,117.127,4,102.094,0,-3.06994,-3.27434,-3.06994,-1.54054,-7.10498
1,245.483,11.578,99.9415,5,106.072,0,-4.39112,-5.08379,-4.39112,-3.76378,-6.06105
1,246.409,11.0163,105.816,5,106.759,0,-4.33633,-4.67819,-4.33633,-4.09495,-10.0086
1,244.037,10.6125,110.794,4,108.902,0,-3.82884,-6.1466,-3.82884,-5.24748,-10.1265
1,242.839,8.19497,117.39,3,102.952,0,-0.846488,-5.45762,-0.846488,-1.97036,-7.66144
1,246.025,15.8086,101.202,4,109.302,0,-3.78845,-5.21313,-3.78845,-4.13402,-7.81644
1,244.918,16.791,106.806,5,107.454,0,-3.34571,-5.41053,-3.34571,-4.99276,-9.45641
1,244.209,15.7106,112.118,5,106.851,0,-4.52568,-5.58812,-4.52568,-5.2077,-8.51845
1,246.355,20.8408,102.627,5,104.623,0,-3.97979,-3.0756,-3.97979,-3.36543,-8.8687
1,245.73,20.798,107.763,5,106.112,0,-4.29515,-6.13692,-4.29515,-2.96732,-11.3014
1,244.268,20.5172,112.818,5,105.599,0,-4.10318,-6.01422,-4.10318,-5.18065,-8.99953
1,245.796,25.6321,101,5,106.196,0,-3.75648,-5.29839,-3.75648,-3.15674,-8.55379
1,245.371,26.5507,105.751,6,104.904,0,-3.4225,-6.04454,-3.4225,-5.85477,-8.79693
1,245.518,25.034,112.962,5,107.117,0,-4.39823,-3.7208,-4.39823,-1.98186,-9.79122
1,246.026,30.4512,99.4196,5,105.883,0,-3.85055,-4.1972,-3.85055,-3.35321,-7.84231
1,246.238,31.566,105.354,6,104.12,0,-3.77678,-6.28961,-3.77678,-2.67462,-8.50245
1,245.438,30.508,111.733,6,104.59,0,-3.88614,-3.62522,-3.88614,-2.56376,-5.96204
1,247.352,34.7262,99.7216,6,104.713,0,-2.47429,-4.41157,-2.47429,-2.53695,-6.06715
1,246.38,36.1892,104.622,5,105.816,0,-4.5172,-4.58821,-4.5172,-3.65384,-9.72057
1,247.594,34.9475,110.929,5,107.106,0,-4.15074,-2.97704,-4.15074,-3.01363,-8.64046
1,248.311,39.5999,99.2385,2,106.759,0,-2.4714,-2.78186,-2.4714,-3.4769,-4.27595
1,246.509,41.4907,105.477,5,105.031,0,-4.19097,-6.48703,-4.19097,-3.87323,-8.15748
1,246.141,39.8724,110.502,4,109.09,0,-4.49626,-5.15212,-4.49626,-6.22421,-10.0764
1,246.324,38.2026,117.221,3,87.7323,0,-2.38923,-2.77627,-2.38923,-0.643413,-5.35952
1,248.075,44.6454,98.9955,2,101.107,0,-1.17355,-3.38132,-1.17355,-1.22769,-5.99464
1,246.396,46.5294,104.837,5,106.973,0,-4.26965,-6.21874,-4.26965,-5.49186,-8.65671
1,245.762,43.6548,111.277,5,105.573,0,-4.04294,-3.65255,-4.04294,-2.05082,-9.53877
1,245.526,43.8137,116.914,4,106.086,0,-2.27873,-1.96096,-2.27873,-3.11639,-4.8671
1,247.96,48.6423,100.083,5,104.484,0,-2.29026,-4.14555,-2.29026,-3.93449,-6.70023
1,246.041,50.9414,105.078,5,105.914,0,-4.23582,-5.44871,-4.23582,-4.35766,-9.76183
1,246.142,48.972,111.296,5,105.511,0,-3.94714,-4.05545,-3.94714,-5.46707,-9.06242
1,244.067,47.6454,116.605,5,105.745,0,-2.7464,-4.19724,-2.7464,-2.03421,-5.92193
1,247.378,53.1578,99.4695,3,112.329,0,-2.42543,-4.0525,-2.42543,-2.23876,-5.51794
1,246.276,55.7289,104.866,5,107.495,0,-3.97173,-6.63684,-3.97173,-3.73461,-9.93709
1,246.38,54.9431,111.515,6,106.729,0,-5.28945,-4.12909,-5.28945,-4.60572,-7.44239
1,245.47,53.0573,117.789,3,104.785,0,-1.86432,-2.94657,-1.86432,-1.94866,-4.09311
1,246.919,57.4644,98.2496,1,nan,0,-1.91845,-2.84914,-1.91845,-3.34295,-6.32141
1,246.426,60.1455,104.129,4,109.167,0,-4.16234,-7.28581,-4.16234,-5.21648,-11.1671
1,245.361,59.7354,110.302,5,107.316,0,-4.27614,-5.09551,-4.27614,-5.56725,-9.50059
1,243.738,59.8098,117.178,3,103.371,0,-1.72774,-4.79321,-1.72774,-2.53229,-5.43777
1,246.722,65.0729,103.939,4,109.227,0,-3.81953,-3.90825,-3.81953,-6.32134,-7.44563
1,245.961,66.0052,110.899,5,105.603,0,-3.34858,-4.96115,-3.34858,-3.49645,-9.93856
1,245.276,64.1542,116.629,4,109.385,0,-2.9145,-4.66847,-2.9145,-3.25103,-6.81126
1,247.565,70.1138,104.94,5,105.767,0,-4.00835,-4.96312,-4.00835,-2.14742,-9.74049
1,246.647,71.5362,109.98,4,109.504,0,-3.13365,-6.08946,-3.13365,-3.54849,-9.87235
1,245.424,68.7688,116.612,4,107.102,0,-2.88107,-4.52688,-2.88107,-2.10018,-7.20256
1,246.802,74.5597,105.667,5,107.291,0,-4.22036,-8.15098,-4.22036,-4.38621,-9.56914
1,247.487,75.024,110.858,5,106.25,0,-4.25399,-2.91384,-4.25399,-5.56575,-9.15424
1,245.594,72.7639,116.521,4,103.002,0,-2.84811,-4.32106,-2.84811,-2.39082,-6.99678
1,246.907,79.4938,105.729,4,108.012,0,-3.73414,-5.17205,-3.73414,-3.21704,-9.84964
1,246.853,80.1061,111.113,5,105.717,0,-2.80864,-3.42098,-2.80864,-3.98104,-9.98535
1,245.988,78.0272,116.175,4,108.929,0,-3.10167,-4.1776,-3.10167,-1.87381,-5.82354
1,247.015,85.1624,104.968,5,105.552,0,-2.76395,-6.32826,-2.76395,-4.41957,-9.75418
1,247.214,85.9716,110.25,5,106.171,0,-3.7277,-2.95438,-3.7277,-3.1234,-8.37929
1,245.388,84.5118,116.582,4,109.125,0,-1.96469,-4.13642,-1.96469,-2.61547,-4.93963
1,247.392,89.7395,104.601,4,109.5,0,-2.6363,-5.00803,-2.6363,-4.3431,-9.25643
1,246.323,91.9944,111.005,5,106.105,0,-3.87459,-6.03612,-3.87459,-4.19309,-7.95327
1,245.704,89.4162,116.771,4,107.918,0,-2.64383,-4.24115,-2.64383,-3.19183,-5.52507
1,248.333,95.4573,99.5735,2,72.225,0,-2.31927,-2.9987,-2.31927,-2.00108,-4.76165
1,247.077,94.121,106.006,5,107.396,0,-5.05276,-5.60506,-5.05276,-4.18765,-11.3222
1,246.181,96.7711,110.876,5,106.184,0,-3.33226,-6.45367,-3.33226,-6.27469,-7.78153
1,245.454,94.3325,116.777,4,105.875,0,-3.72593,-4.04787,-3.72593,-0.849053,-6.56113
1,247.658,100.375,99.5466,4,107.903,0,-1.80251,-3.31974,-1.80251,-3.8234,-5.29701
1,246.579,98.7496,105.97,5,106.836,0,-4.637,-6.17998,-4.637,-4.14335,-9.48833
1,246.034,101.613,110.816,5,105.946,0,-3.4365,-7.69735,-3.4365,-4.32577,-8.3808
1,245.234,99.0211,116.752,4,104.588,0,-3.06239,-4.84288,-3.06239,-2.93969,-6.93081
1,246.969,104.814,99.6036,4,106.077,0,-2.99326,-3.50233,-2.99326,-3.45683,-7.42806
1,246.047,104.258,104.582,5,106.984,0,-4.96865,-3.57725,-4.96865,-3.90664,-8.60799
1,245.697,106.214,110.906,5,105.996,0,-4.02492,-5.94217,-4.02492,-5.06392,-7.30688
1,244.959,103.852,116.72,3,98.9409,0,-3.68955,-4.14362,-3.68955,-3.90931,-7.44978
1,250.47,9.6442,106.347,5,105.862,0,-4.44748,-5.838,-4.44748,-2.51122,-10.2334
1,249.847,8.98804,111.813,6,106.859,0,-4.96082,-4.00163,-4.96082,-4.63271,-7.0324
1,251.427,14.223,107.201,5,107.394,0,-3.41138,-3.48717,-3.41138,-2.44658,-8.03533
1,249.69,14.7085,112.487,4,109.674,0,-3.65161,-4.93674,-3.65161,-5.59148,-8.21462
1,252.832,20.6211,106.464,4,105.49,0,-2.36032,-2.51142,-2.36032,-3.34558,-4.75676
1,250.702,18.7127,111.597,4,107.211,0,-3.59966,-1.34965,-3.59966,-4.17188,-8.15443
1,253.027,25.0226,105.922,3,104.173,0,-2.59128,-1.59194,-2.59128,-1.87674,-5.62414
1,251.285,24.7269,111.576,5,104.707,0,-2.99796,-2.94349,-2.99796,-3.90527,-6.29142
1,252.23,30.5343,105.5,3,106.99,0,-1.97722,-3.00736,-1.97722,-1.99341,-6.98624
1,251.224,30.1682,112.057,6,104.462,0,-3.81041,-4.40905,-3.81041,-1.96697,-4.43285
1,252.88,34.3107,111.023,3,99.2016,0,-2.20831,-3.09226,-2.20831,-2.50352,-4.40086
1,252.118,40.4671,105.217,3,111.717,0,-1.98185,-3.27175,-1.98185,-2.55195,-4.43626
1,252.46,41.5569,111.754,4,108.462,0,-2.34694,-1.90526,-2.34694,-1.99741,-4.61242
1,250.247,38.1276,116.876,1,nan,0,-1.24754,-1.89564,-1.24754,-1.86898,-2.42849
1,252.282,45.2444,105.846,4,104.228,0,-3.22193,-4.45182,-3.22193,-1.38583,-5.92248
1,251.67,45.5987,110.665,5,106.971,0,-3.50805,-3.79902,-3.50805,-5.09823,-7.01239
1,251.91,49.8022,106.074,5,107.084,0,-2.42582,-2.12498,-2.42582,-0.903696,-7.20477
1,251.182,49.773,111.451,6,104.433,0,-4.09194,-3.6468,-4.09194,-2.71778,-9.22327
1,251.291,54.8207,105.445,4,109.924,0,-1.75836,-2.5325,-1.75836,-2.93802,-6.53225
1,250.852,54.9322,113.16,5,103.05,0,-3.34273,-3.41526,-3.34273,-2.62161,-7.27996
1,251.286,59.998,104.62,4,105.803,0,-2.95802,-3.8569,-2.95802,-2.7904,-6.31498
1,250.605,59.7828,110.967,4,109.355,0,-3.6909,-4.19376,-3.6909,-3.43112,-7.31297
1,250.956,64.2261,111.161,5,105.958,0,-3.46573,-3.49475,-3.46573,-2.04428,-6.15278
1,252.464,69.2912,109.793,5,105.895,0,-2.48204,-2.27272,-2.48204,-4.39297,-5.01175
1,252.567,74.2787,111.124,3,100.645,0,-1.84615,-2.5825,-1.84615,-2.45812,-5.64159
1,252.242,80.7285,110.984,4,102.483,0,-2.89323,-3.00092,-2.89323,-3.13836,-4.98218
1,250.982,79.865,115.743,2,133.337,0,-1.23891,-3.10989,-1.23891,-1.04467,-3.41146
1,251.433,86.2824,111.21,4,110.6,0,-3.20658,-3.76764,-3.20658,-3.18231,-7.77805
1,252.642,88.3215,105.517,2,83.221,0,-3.20332,-3.10793,-3.20332,-3.06627,-5.33249
