a,b,c,d,e,f,g,h,i,j,k,l
1,208.819,93.0857,723.548,4,109.465,0,-2.57048,-7.6812,-2.57048,-2.45085,-8.53638
1,208.918,93.2128,731.696,4,109.338,0,-2.54438,-7.46989,-2.54438,-1.92684,-8.9353
1,213.808,295.583,707.775,4,109.27,0,-2.57668,-6.9568,-2.57668,-1.91735,-9.57303
1,214.038,295.574,715.636,4,109.38,0,-2.57209,-6.97918,-2.57209,-1.36335,-9.68995
1,214.114,295.665,723.576,4,109.329,0,-2.59362,-7.35233,-2.59362,-1.90415,-9.56654
1,214.459,295.745,731.499,4,109.477,0,-2.58249,-7.02827,-2.58249,-1.98818,-10.1576
1,213.751,3.89412,707.666,4,109.497,0,-2.51574,-7.64877,-2.51574,-1.94581,-9.51993
1,213.951,4.00681,715.631,4,109.315,0,-2.57165,-7.41845,-2.57165,-1.3619,-9.66814
1,214.263,4.1144,723.678,4,109.389,0,-2.57796,-7.4256,-2.57796,-1.98548,-9.22891
1,214.417,4.22646,731.543,4,109.417,0,-2.53796,-6.99024,-2.53796,-1.98413,-8.87265
1,213.743,8.86195,707.764,4,109.294,0,-2.57676,-7.55139,-2.57676,-1.9095,-9.61133
1,214.001,8.91422,715.682,4,109.434,0,-2.60279,-7.48685,-2.60279,-1.95191,-9.88206
1,214.276,9.01692,723.61,4,109.478,0,-2.60213,-7.53337,-2.60213,-2.51307,-9.22126
1,214.369,9.20829,731.512,4,109.372,0,-2.5947,-7.00899,-2.5947,-1.37634,-9.18857
1,213.77,13.8393,707.628,4,109.425,0,-2.56192,-7.584,-2.56192,-2.54003,-8.97768
1,214.011,13.9036,715.727,4,109.402,0,-2.56484,-7.41006,-2.56484,-1.96574,-9.21297
1,214.18,13.9158,723.581,4,109.477,0,-2.57902,-7.58304,-2.57902,-1.95597,-9.02181
1,214.35,14.0394,731.546,4,109.449,0,-2.53296,-7.50877,-2.53296,-1.98438,-8.37655
1,213.769,18.8191,707.597,4,109.479,0,-2.55999,-7.6153,-2.55999,-2.44743,-9.10664
1,214.03,18.8308,715.645,4,109.401,0,-2.57307,-7.59048,-2.57307,-1.95754,-9.16796
1,214.226,18.8218,723.566,4,109.442,0,-2.52918,-6.95854,-2.52918,-1.98075,-9.00412
1,214.414,19.0371,731.451,4,109.435,0,-2.57426,-7.5905,-2.57426,-1.91792,-8.60941
1,213.746,23.755,707.778,4,109.419,0,-2.56861,-7.48108,-2.56861,-1.9155,-9.70846
1,214.03,23.7748,715.595,4,109.375,0,-2.56168,-7.02992,-2.56168,-1.94331,-8.58788
1,214.156,23.8482,723.553,4,109.464,0,-2.56101,-6.9623,-2.56101,-1.95061,-9.04713
1,214.4,23.9407,731.443,4,109.493,0,-2.5893,-7.674,-2.5893,-1.96344,-9.2857
1,213.795,28.7339,707.739,4,109.337,0,-2.57194,-6.92259,-2.57194,-2.5486,-9.05095
1,213.936,28.8173,715.621,4,109.332,0,-2.54323,-6.37646,-2.54323,-1.37497,-8.53368
1,214.189,28.751,723.492,4,109.424,0,-2.56281,-7.61169,-2.56281,-1.93485,-9.15842
1,214.382,28.9062,731.483,4,109.429,0,-2.56728,-7.5092,-2.56728,-1.97759,-9.01331
1,213.796,33.787,707.759,4,109.404,0,-2.57793,-6.94735,-2.57793,-3.0524,-8.44546
1,213.989,33.6352,715.615,4,109.455,0,-2.55513,-7.55464,-2.55513,-2.51105,-9.68703
1,214.178,33.6766,723.563,4,109.376,0,-2.58917,-7.09832,-2.58917,-1.37301,-9.83749
1,214.453,33.7976,731.536,4,109.425,0,-2.57987,-7.58804,-2.57987,-1.90454,-9.92659
1,213.745,38.5947,707.719,4,109.432,0,-2.54621,-7.613,-2.54621,-2.49012,-9.07669
1,213.951,38.6126,715.636,4,109.458,0,-2.61728,-7.54315,-2.61728,-1.90218,-8.5552
1,214.137,38.7136,723.637,4,109.349,0,-2.54233,-6.32426,-2.54233,-1.93038,-8.99617
1,214.336,38.7362,731.565,4,109.405,0,-2.57524,-6.93425,-2.57524,-1.90454,-9.23812
1,213.706,43.4844,707.651,4,109.446,0,-2.55913,-7.61223,-2.55913,-2.46163,-8.97972
1,213.985,43.5096,715.652,4,109.378,0,-2.55934,-6.9857,-2.55934,-2.41956,-10.2527
1,214.159,43.6154,723.613,4,109.366,0,-2.61576,-7.56139,-2.61576,-1.35521,-9.24756
1,214.229,43.7595,731.471,4,109.308,0,-2.58767,-6.94214,-2.58767,-1.3798,-9.05774
1,213.743,48.3673,707.629,4,109.496,0,-2.55578,-7.68054,-2.55578,-1.97088,-8.05638
1,213.95,48.5396,715.64,4,109.239,0,-2.56853,-6.31121,-2.56853,-2.5207,-9.2431
1,214.171,48.4966,723.559,4,109.431,0,-2.55988,-7.59996,-2.55988,-2.469,-9.03865
1,214.346,48.6226,731.634,4,109.335,0,-2.55633,-6.20942,-2.55633,-2.49212,-9.70545
1,213.694,53.3051,707.705,4,109.464,0,-2.58139,-6.97211,-2.58139,-1.97513,-9.92283
1,213.932,53.4106,715.685,4,109.406,0,-2.56821,-6.91357,-2.56821,-2.54055,-9.56427
1,214.17,53.4875,723.713,4,109.289,0,-2.62929,-6.79522,-2.62929,-1.33497,-9.16745
1,214.386,53.6756,731.597,4,109.414,0,-2.54431,-6.27929,-2.54431,-2.55009,-9.57199
1,213.666,58.3302,707.756,4,109.341,0,-2.56868,-6.83961,-2.56868,-1.35202,-9.7134
1,213.926,58.4469,715.678,4,109.331,0,-2.56554,-6.82592,-2.56554,-1.95866,-7.9154
1,214.264,58.404,723.57,4,109.373,0,-2.54467,-7.02451,-2.54467,-1.96866,-9.61866
1,214.437,58.534,731.512,4,109.428,0,-2.55808,-7.60579,-2.55808,-1.94989,-9.18133
1,213.791,63.2434,707.577,4,109.486,0,-2.5389,-7.55898,-2.5389,-1.96928,-9.03859
1,213.913,63.3295,715.591,4,109.437,0,-2.52841,-7.5247,-2.52841,-1.96486,-9.58795
1,214.089,63.4463,723.605,4,109.331,0,-2.57555,-6.31289,-2.57555,-1.3596,-8.52493
1,214.531,63.4859,731.561,4,109.385,0,-2.58733,-7.49015,-2.58733,-1.92368,-9.17619
1,213.717,68.234,707.738,4,109.485,0,-2.57767,-7.45524,-2.57767,-1.93841,-9.05016
1,213.961,68.3195,715.689,4,109.498,0,-2.56801,-7.41717,-2.56801,-1.99286,-9.65336
1,214.128,68.3996,723.517,4,109.297,0,-2.57366,-7.55532,-2.57366,-1.36898,-9.14505
1,214.417,68.4647,731.573,4,109.456,0,-2.54724,-7.51566,-2.54724,-1.91734,-8.57115
1,213.757,73.1384,707.842,4,109.449,0,-2.57629,-6.85216,-2.57629,-1.95382,-9.10266
1,214.003,73.172,715.611,4,109.449,0,-2.56912,-7.70883,-2.56912,-1.91045,-9.71721
1,214.195,73.3038,723.676,4,109.405,0,-2.57037,-7.40976,-2.57037,-1.90188,-9.13211
1,214.434,73.3027,731.54,4,109.242,0,-2.60617,-7.06399,-2.60617,-1.88706,-9.92819
1,213.773,78.1551,707.741,4,109.275,0,-2.53448,-6.87106,-2.53448,-2.57102,-8.45299
1,213.967,78.1185,715.588,4,109.396,0,-2.5597,-7.55951,-2.5597,-2.51633,-8.63167
1,214.253,78.29,723.67,4,109.374,0,-2.53939,-6.80948,-2.53939,-1.99553,-9.73641
1,214.466,78.355,731.546,4,109.398,0,-2.58403,-6.99554,-2.58403,-2.00026,-9.25657
1,213.843,83.0286,707.776,4,109.392,0,-2.57528,-7.60893,-2.57528,-1.35917,-7.83852
1,214.009,83.0492,715.722,4,109.396,0,-2.58434,-7.50666,-2.58434,-1.93329,-9.3005
1,214.152,83.2343,723.595,4,109.411,0,-2.59211,-7.60213,-2.59211,-1.36371,-8.60009
1,214.346,83.3106,731.469,4,109.403,0,-2.54183,-7.52127,-2.54183,-2.47317,-9.1573
1,213.82,87.9702,707.765,4,109.391,0,-2.57266,-6.92359,-2.57266,-1.9357,-9.21658
1,213.936,88.0158,715.768,4,109.383,0,-2.53153,-7.55931,-2.53153,-1.91812,-9.63062
1,214.124,88.0762,723.665,4,109.36,0,-2.5482,-7.07149,-2.5482,-1.94442,-9.02117
1,214.364,88.1355,731.598,4,109.499,0,-2.55825,-7.09181,-2.55825,-1.94803,-9.53586
1,213.736,92.9731,707.856,4,109.254,0,-2.6108,-6.33304,-2.6108,-1.37825,-9.59608
1,213.944,92.9198,715.745,4,109.417,0,-2.58269,-7.01682,-2.58269,-1.93325,-9.79567
1,214.215,93.1032,723.668,4,109.393,0,-2.58204,-6.46398,-2.58204,-1.35597,-9.88494
1,214.413,93.1827,731.639,4,109.412,0,-2.57904,-6.34549,-2.57904,-1.93074,-8.49616
1,219.276,295.547,707.855,4,109.42,0,-2.5695,-6.81956,-2.5695,-1.99273,-9.67058
1,219.457,295.475,715.708,4,109.354,0,-2.55026,-7.02325,-2.55026,-1.87401,-9.54084
1,219.641,295.688,723.753,4,109.401,0,-2.57724,-6.97075,-2.57724,-1.90354,-9.0867
1,219.866,295.81,731.621,4,109.422,0,-2.54875,-6.91705,-2.54875,-1.94224,-8.19841
1,219.187,3.9866,707.813,4,109.373,0,-2.55053,-7.45536,-2.55053,-1.98355,-9.6231
1,219.426,3.93953,715.737,4,109.427,0,-2.5569,-6.96517,-2.5569,-1.96233,-9.69979
1,219.663,4.00429,723.74,4,109.428,0,-2.59509,-7.56451,-2.59509,-1.93037,-9.32998
1,219.891,4.2679,731.658,4,109.32,0,-2.53371,-6.3414,-2.53371,-1.9676,-8.52702
1,219.202,8.86707,707.791,4,109.514,0,-2.56404,-7.51706,-2.56404,-1.90927,-10.2406
1,219.391,8.88953,715.677,4,109.425,0,-2.60677,-7.60275,-2.60677,-1.94333,-9.28799
1,219.642,8.94241,723.736,4,109.454,0,-2.58002,-7.48589,-2.58002,-1.91352,-9.77763
1,219.693,9.18887,731.662,4,109.198,0,-2.57955,-6.94409,-2.57955,-1.33326,-9.21141
1,219.212,13.834,707.81,4,109.379,0,-2.57281,-7.48042,-2.57281,-1.90961,-8.41771
1,219.484,13.8175,715.711,4,109.415,0,-2.59905,-7.60657,-2.59905,-1.87987,-8.77104
1,219.647,13.9021,723.636,4,109.371,0,-2.58772,-7.56328,-2.58772,-1.94125,-8.95189
1,219.814,14.0292,731.495,4,109.49,0,-2.56655,-7.68381,-2.56655,-1.89379,-8.47299
1,219.198,18.82,707.811,4,109.316,0,-2.53944,-7.48228,-2.53944,-1.9736,-9.71341
1,219.478,18.7935,715.673,4,109.425,0,-2.53579,-7.55636,-2.53579,-1.97174,-9.03161
1,219.67,18.8458,723.58,4,109.429,0,-2.56819,-7.53187,-2.56819,-2.50054,-8.27824
1,219.784,19.0027,731.605,4,109.403,0,-2.59358,-7.50104,-2.59358,-1.33288,-9.29848
1,219.16,23.7366,707.8,4,109.442,0,-2.5771,-6.91663,-2.5771,-2.48099,-9.59982
1,219.465,23.7304,715.752,4,109.406,0,-2.58593,-7.63469,-2.58593,-1.97129,-9.00942
1,219.679,23.7439,723.671,4,109.396,0,-2.54677,-6.9514,-2.54677,-1.97751,-9.10234
1,219.858,23.9557,731.585,4,109.402,0,-2.5822,-7.45099,-2.5822,-1.90507,-8.43233
1,219.207,28.7587,707.77,4,109.436,0,-2.59496,-7.02625,-2.59496,-1.91423,-9.73115
1,219.48,28.6551,715.755,4,109.357,0,-2.57823,-7.68861,-2.57823,-1.30471,-8.08479
1,219.692,28.7696,723.668,4,109.453,0,-2.53953,-6.98599,-2.53953,-2.52682,-8.38058
1,219.829,28.774,731.541,4,109.457,0,-2.57526,-7.1193,-2.57526,-1.36762,-7.77474
1,219.198,33.7067,707.839,4,109.386,0,-2.59855,-7.3172,-2.59855,-2.4349,-9.66152
1,219.43,33.609,715.716,4,109.385,0,-2.60115,-7.56367,-2.60115,-1.32401,-9.81837
1,219.581,33.6544,723.681,4,109.437,0,-2.57052,-7.59086,-2.57052,-1.92715,-9.21602
1,219.898,33.7883,731.637,4,109.362,0,-2.58091,-6.92226,-2.58091,-1.91669,-9.75533
1,219.258,38.6471,707.848,4,109.393,0,-2.5126,-6.98887,-2.5126,-1.95569,-8.89902
1,219.424,38.545,715.682,4,109.459,0,-2.56172,-7.03597,-2.56172,-1.98836,-9.33438
1,219.651,38.6374,723.648,4,109.323,0,-2.57412,-7.59025,-2.57412,-1.37567,-8.54733
1,219.782,38.7516,731.683,4,109.312,0,-2.57377,-7.49048,-2.57377,-1.89833,-8.11867
1,219.185,43.4466,707.761,4,109.464,0,-2.54371,-7.63541,-2.54371,-2.52261,-8.46868
1,219.489,43.5562,715.738,4,109.443,0,-2.56864,-6.93914,-2.56864,-2.57149,-9.10027
1,219.657,43.5669,723.61,4,109.421,0,-2.55495,-7.6945,-2.55495,-1.9381,-9.05835
1,219.803,43.6629,731.573,4,109.439,0,-2.59001,-7.61847,-2.59001,-1.3639,-8.53912
1,219.169,48.3216,707.809,4,109.455,0,-2.58082,-7.60314,-2.58082,-1.89284,-9.28256
1,219.364,48.3381,715.666,4,109.405,0,-2.55435,-7.06774,-2.55435,-2.53483,-9.65217
1,219.64,48.4673,723.649,4,109.373,0,-2.57033,-7.58051,-2.57033,-2.4424,-9.04199
1,219.741,48.604,731.646,4,109.385,0,-2.58076,-7.44499,-2.58076,-1.37679,-9.19421
1,219.117,53.3102,707.739,4,109.378,0,-2.55783,-7.64717,-2.55783,-1.91506,-9.07479
1,219.279,53.3799,715.833,4,109.391,0,-2.55365,-6.31226,-2.55365,-1.94331,-9.53212
1,219.626,53.4165,723.601,4,109.417,0,-2.57558,-7.62423,-2.57558,-1.36661,-9.14926
1,219.83,53.5749,731.51,4,109.388,0,-2.54539,-7.41836,-2.54539,-2.54015,-9.06983
1,219.15,58.2308,707.741,4,109.427,0,-2.5907,-7.66374,-2.5907,-1.94905,-8.01211
1,219.315,58.2431,715.667,4,109.455,0,-2.60843,-7.05858,-2.60843,-1.89933,-10.2915
1,219.603,58.3486,723.614,4,109.378,0,-2.5499,-7.68505,-2.5499,-2.53537,-8.67258
1,219.809,58.5102,731.598,4,109.358,0,-2.55516,-6.94707,-2.55516,-2.48072,-9.50421
1,219.131,63.1419,707.684,4,109.538,0,-2.56589,-7.13736,-2.56589,-1.92314,-9.60203
1,219.368,63.2565,715.761,4,109.378,0,-2.57135,-6.88025,-2.57135,-1.93981,-8.71608
1,219.587,63.2553,723.635,4,109.38,0,-2.58211,-7.66549,-2.58211,-1.36477,-9.30521
1,219.823,63.3861,731.66,4,109.317,0,-2.54926,-6.87927,-2.54926,-2.43245,-9.21249
1,219.196,68.1636,707.756,4,109.421,0,-2.60249,-6.9891,-2.60249,-2.51201,-9.17582
1,219.44,68.232,715.723,4,109.41,0,-2.53193,-7.41287,-2.53193,-1.99379,-9.06454
1,219.657,68.2029,723.669,4,109.407,0,-2.58129,-7.00933,-2.58129,-1.92397,-9.81161
1,219.927,68.4227,731.633,4,109.26,0,-2.56922,-7.00939,-2.56922,-1.37484,-9.09021
1,219.217,73.0495,707.837,4,109.426,0,-2.54453,-7.6219,-2.54453,-1.98017,-9.0766
1,219.493,73.145,715.793,4,109.453,0,-2.59193,-7.62591,-2.59193,-1.95694,-9.18078
1,219.692,73.234,723.675,4,109.39,0,-2.59754,-6.49328,-2.59754,-1.36131,-9.39507
1,219.9,73.3617,731.508,4,109.405,0,-2.54582,-7.51829,-2.54582,-1.91615,-9.65556
1,219.246,77.9548,707.821,4,109.46,0,-2.54329,-7.54589,-2.54329,-2.52194,-8.39713
1,219.504,78.0425,715.759,4,109.441,0,-2.60169,-7.5702,-2.60169,-1.91435,-9.76348
1,219.633,78.1284,723.643,4,109.347,0,-2.55607,-7.02759,-2.55607,-1.95728,-10.1708
1,219.86,78.3293,731.651,4,109.341,0,-2.57191,-6.92635,-2.57191,-1.36457,-9.63673
1,219.286,82.9218,707.868,4,109.274,0,-2.5377,-7.01996,-2.5377,-1.35806,-9.10453
1,219.387,83.0373,715.792,4,109.365,0,-2.59393,-7.47589,-2.59393,-2.49762,-9.12913
1,219.622,83.1446,723.816,4,109.298,0,-2.56035,-6.74245,-2.56035,-2.46319,-9.76939
1,219.874,83.2258,731.61,4,109.378,0,-2.54223,-7.62514,-2.54223,-1.37858,-9.04881
1,219.222,87.9505,707.851,4,109.382,0,-2.54315,-6.93067,-2.54315,-2.48465,-9.49275
1,219.396,87.9547,715.687,4,109.451,0,-2.50325,-7.64167,-2.50325,-2.53438,-7.85008
1,219.683,88.067,723.809,4,109.434,0,-2.57486,-7.36536,-2.57486,-3.03318,-9.06542
1,219.894,88.2041,731.662,4,109.465,0,-2.54867,-7.5116,-2.54867,-1.95177,-9.06396
1,219.211,92.9114,707.81,4,109.301,0,-2.51944,-7.55333,-2.51944,-1.93327,-9.57479
1,219.492,92.9025,715.769,4,109.498,0,-2.57801,-7.64078,-2.57801,-1.96009,-8.76956
1,219.7,93.0072,723.734,4,109.464,0,-2.53451,-7.54147,-2.53451,-1.95016,-9.08864
1,219.942,93.0856,731.675,4,109.465,0,-2.56838,-7.60933,-2.56838,-2.54648,-8.45234
1,224.867,295.425,715.809,3,111.579,0,-1.30602,-5.8932,-1.30602,-1.35481,-6.81424
1,225.173,295.613,723.799,4,109.474,0,-1.94473,-6.47361,-1.94473,-1.36829,-6.0443
1,224.648,3.87869,707.879,3,112.097,0,-1.31187,-3.4895,-1.31187,-0.693969,-5.58707
1,224.92,3.8483,715.891,4,109.396,0,-2.55316,-5.78981,-2.55316,-1.33835,-6.29655
1,225.054,3.97417,723.827,4,109.371,0,-2.56732,-6.3782,-2.56732,-1.33785,-7.62368
1,225.267,4.16647,731.795,2,108.743,0,-1.31978,-3.29028,-1.31978,-1.32706,-4.42288
1,224.704,8.8399,707.989,3,112.561,0,-1.32177,-4.07337,-1.32177,-0.699012,-4.94779
1,224.881,8.79187,715.867,4,109.41,0,-2.58404,-6.39681,-2.58404,-1.35632,-6.95042
1,225.058,8.89936,723.772,4,109.449,0,-2.56374,-6.43572,-2.56374,-1.95477,-8.54816
1,225.349,9.09691,731.733,2,109.042,0,-1.30932,-3.99816,-1.30932,-1.35901,-4.13563
1,224.59,13.7791,707.846,3,112.301,0,-1.30007,-4.04232,-1.30007,-0.695475,-5.79673
1,224.906,13.7392,715.879,4,109.415,0,-1.93688,-6.43044,-1.93688,-1.27841,-6.14384
1,225.105,13.8768,723.729,4,109.466,0,-2.58019,-6.47367,-2.58019,-1.93468,-7.36613
1,225.37,14.0507,731.654,2,106.185,0,-1.30251,-3.98209,-1.30251,-1.33862,-3.92144
1,224.567,18.7547,707.905,3,112.411,0,-1.28594,-3.96905,-1.28594,-0.693177,-5.44671
1,224.907,18.6986,715.825,4,109.363,0,-2.54826,-5.8238,-2.54826,-1.37029,-6.9172
1,225.138,18.8349,723.708,4,109.324,0,-2.56715,-6.36365,-2.56715,-1.94883,-6.67255
1,225.349,19.0008,731.592,2,106.416,0,-1.32286,-4.04945,-1.32286,-1.3551,-4.04466
1,224.681,23.6519,707.938,3,111.504,0,-1.30421,-4.06022,-1.30421,-1.24248,-5.55776
1,224.904,23.6355,715.775,4,109.411,0,-1.94626,-5.95669,-1.94626,-1.36935,-7.03057
1,225.131,23.7414,723.754,4,109.486,0,-2.56045,-6.38476,-2.56045,-1.94563,-6.65895
1,225.36,23.8289,731.622,2,105.057,0,-1.29179,-3.98077,-1.29179,-1.34982,-4.44508
1,224.632,28.5686,707.877,3,111.85,0,-1.31483,-4.00081,-1.31483,-0.694277,-4.56818
1,224.94,28.6577,715.881,4,109.362,0,-1.90691,-5.22667,-1.90691,-1.37239,-5.76267
1,225.208,28.7231,723.75,4,109.437,0,-2.56418,-6.56099,-2.56418,-1.37036,-6.35878
1,225.295,28.7988,731.657,2,109.507,0,-1.3182,-3.95638,-1.3182,-1.35058,-4.43711
1,224.647,33.5589,707.916,3,112.928,0,-1.32164,-3.44856,-1.32164,-0.681037,-5.41104
1,224.914,33.6197,715.845,4,109.454,0,-1.93577,-5.86284,-1.93577,-1.37475,-7.08232
1,225.214,33.6608,723.816,4,109.429,0,-2.54555,-6.48984,-2.54555,-1.34464,-6.68714
1,225.298,33.6986,731.724,2,104.736,0,-1.32133,-3.36989,-1.32133,-1.34522,-4.54151
1,224.668,38.5668,707.921,3,112.784,0,-1.32883,-3.5019,-1.32883,-0.693895,-4.68001
1,224.86,38.4884,715.82,4,109.466,0,-1.91831,-5.82658,-1.91831,-1.37372,-6.11789
1,225.091,38.5206,723.707,4,109.395,0,-2.59957,-6.45568,-2.59957,-1.34357,-7.91144
1,225.263,38.7265,731.8,2,111.02,0,-1.31584,-3.27558,-1.31584,-1.32179,-4.60742
1,224.78,43.4614,707.856,3,110.313,0,-1.30629,-3.68511,-1.30629,-0.686892,-4.4401
1,224.855,43.4399,715.842,4,109.374,0,-1.95964,-5.77499,-1.95964,-1.37582,-6.95991
1,225.107,43.4928,723.797,4,109.321,0,-2.58164,-6.38334,-2.58164,-1.33791,-6.76228
1,225.314,43.6834,731.685,2,107.022,0,-1.30332,-3.96154,-1.30332,-1.35008,-3.91056
1,224.659,48.3618,707.871,3,110.81,0,-1.30059,-4.14878,-1.30059,-0.697558,-4.29546
1,224.804,48.4315,715.754,4,109.446,0,-1.95882,-5.81896,-1.95882,-1.37152,-6.35954
1,225.08,48.4821,723.844,4,109.228,0,-2.60719,-6.32165,-2.60719,-1.33159,-6.78666
1,225.297,48.5791,731.685,2,107.331,0,-1.29128,-3.9867,-1.29128,-1.34807,-3.87872
1,224.595,53.3028,707.818,3,111.705,0,-1.32214,-3.62021,-1.32214,-0.68698,-4.46822
1,224.865,53.3051,715.768,4,109.431,0,-1.95193,-5.88382,-1.95193,-1.37125,-6.2319
1,224.997,53.3781,723.726,4,109.397,0,-2.58056,-6.41201,-2.58056,-1.37084,-7.26113
1,225.312,53.4283,731.717,2,109.34,0,-1.30345,-3.94468,-1.30345,-1.33606,-4.3834
1,224.58,58.1818,707.901,3,112.986,0,-1.29972,-2.89212,-1.29972,-0.689947,-4.86146
1,224.796,58.2576,715.763,4,109.466,0,-1.94527,-5.93747,-1.94527,-1.37183,-6.96303
1,225.117,58.2983,723.807,4,109.26,0,-2.57667,-5.8473,-2.57667,-1.34529,-6.80918
1,225.298,58.3762,731.626,2,110.96,0,-1.31731,-3.93614,-1.31731,-1.35443,-3.85323
1,224.647,63.1855,707.936,3,112.604,0,-1.31758,-2.90653,-1.31758,-0.696186,-4.18352
1,224.807,63.181,715.76,4,109.467,0,-1.95886,-5.90813,-1.95886,-1.36767,-7.13081
1,225.166,63.3332,723.722,4,109.387,0,-2.5436,-5.89679,-2.5436,-1.36227,-6.14716
1,225.232,63.3242,731.602,2,111.69,0,-1.29945,-3.22993,-1.29945,-1.90851,-4.20635
1,224.633,68.1096,707.832,3,110.869,0,-1.32743,-3.57071,-1.32743,-0.700718,-5.05439
1,224.835,68.064,715.842,4,109.412,0,-1.92832,-5.22899,-1.92832,-1.30486,-6.90738
1,225.063,68.2348,723.746,4,109.329,0,-2.54066,-6.40713,-2.54066,-1.91182,-7.33204
1,225.279,68.351,731.661,2,112.624,0,-1.32669,-3.29818,-1.32669,-1.33757,-4.38052
1,224.577,73.0274,707.813,3,111.169,0,-1.29165,-3.48978,-1.29165,-0.691161,-4.187
1,224.925,73.102,715.786,4,109.476,0,-1.91917,-5.3507,-1.91917,-1.35719,-6.45229
1,225.065,73.1104,723.669,4,109.433,0,-2.59513,-5.93973,-2.59513,-1.36801,-7.23804
1,225.368,73.3271,731.637,2,108.918,0,-1.30199,-3.89633,-1.30199,-1.92265,-3.94197
1,224.69,77.9659,707.863,2,109.687,0,-1.30009,-2.90358,-1.30009,-1.23769,-3.63976
1,224.88,78.082,715.835,4,109.444,0,-1.95148,-5.82937,-1.95148,-1.37074,-7.03625
1,225.168,78.184,723.831,4,109.448,0,-2.58387,-5.90523,-2.58387,-1.32943,-6.8804
1,225.324,78.2421,731.546,2,109.176,0,-1.29775,-3.35843,-1.29775,-1.33653,-3.60899
1,224.851,83.037,715.838,4,109.437,0,-1.94379,-5.88288,-1.94379,-1.35992,-6.8599
1,225.13,83.0329,723.734,4,109.51,0,-2.55509,-6.54292,-2.55509,-1.35625,-7.4112
1,225.36,83.2697,731.699,2,110.439,0,-1.30977,-3.28538,-1.30977,-1.34933,-3.93389
1,224.931,87.9451,715.722,4,109.43,0,-1.95599,-5.98152,-1.95599,-1.35525,-6.45906
1,225.079,87.9913,723.848,4,109.398,0,-2.55955,-6.30093,-2.55955,-1.35585,-7.17944
1,225.349,88.1518,731.686,2,106.789,0,-1.29587,-3.93331,-1.29587,-1.3518,-4.23311
1,224.844,92.8179,715.817,4,109.432,0,-1.91485,-5.29143,-1.91485,-2.43424,-6.85671
1,225.107,92.9273,723.775,4,109.461,0,-2.5624,-5.91859,-2.5624,-1.35593,-6.28507
1,225.41,93.0346,731.663,2,107.706,0,-1.30108,-4.01199,-1.30108,-1.34261,-3.84173
1,192.351,9.08361,723.373,4,109.38,0,-2.58482,-7.4659,-2.58482,-1.36472,-9.00525
1,192.24,18.8559,715.437,4,109.445,0,-2.58488,-7.0466,-2.58488,-1.9247,-9.28215
1,192.653,24.0031,731.201,4,109.497,0,-2.53842,-7.67776,-2.53842,-1.93835,-9.06142
1,192.168,28.7369,715.385,4,109.437,0,-2.56559,-6.99158,-2.56559,-1.90512,-9.03191
1,191.932,53.5147,707.428,4,109.388,0,-2.5805,-7.51701,-2.5805,-1.91721,-9.17253
1,191.938,73.1641,707.5,4,109.469,0,-2.57693,-7.63681,-2.57693,-1.92495,-9.81394
1,191.949,78.1473,707.536,4,109.455,0,-2.59789,-7.55112,-2.59789,-1.92703,-8.96306
1,191.953,83.1102,707.606,4,109.325,0,-2.55957,-7.48955,-2.55957,-1.91624,-9.2148
1,173.167,97.9837,687.074,4,109.23,0,-1.94296,-4.4849,-1.94296,-1.34033,-6.66012
1,173.417,97.912,695.018,4,109.278,0,-2.5779,-7.0878,-2.5779,-1.89674,-9.12159
1,173.063,102.951,687.074,4,109.454,0,-1.94932,-4.11832,-1.94932,-1.36023,-6.86647
1,173.324,102.96,694.994,4,109.392,0,-2.56226,-7.05804,-2.56226,-1.90431,-7.32564
1,173.013,107.967,687.073,4,109.379,0,-1.88496,-4.12714,-1.88496,-1.37602,-6.05714
1,173.379,107.779,694.985,4,109.409,0,-2.55561,-7.60124,-2.55561,-2.47167,-8.73726
1,173.135,112.871,687.155,4,109.421,0,-1.92358,-4.56858,-1.92358,-1.94472,-5.99501
1,173.416,112.747,694.962,4,109.386,0,-2.57279,-7.5175,-2.57279,-1.86601,-9.14665
1,173.056,117.835,687.086,4,109.441,0,-1.94091,-4.77375,-1.94091,-1.37652,-6.45367
1,173.382,117.727,694.999,4,109.407,0,-2.57256,-7.67055,-2.57256,-1.35148,-8.55558
1,173.112,122.791,687.076,4,109.322,0,-1.88854,-4.75504,-1.88854,-1.93228,-6.22091
1,173.36,122.633,695.013,4,109.416,0,-2.57082,-7.61602,-2.57082,-1.97518,-8.9903
1,173.152,127.638,687.057,4,109.424,0,-1.92507,-4.76317,-1.92507,-1.94085,-7.34768
1,173.384,127.533,695.046,4,109.435,0,-2.55234,-7.52822,-2.55234,-1.98328,-9.20748
1,173.144,132.59,687.12,4,109.404,0,-1.92589,-4.75706,-1.92589,-1.37024,-6.73278
1,173.388,132.529,695.004,4,109.367,0,-2.5986,-7.55973,-2.5986,-2.46761,-8.55634
1,173.116,137.47,687.181,4,109.387,0,-1.92258,-4.80564,-1.92258,-1.33105,-6.85651
1,173.401,137.453,694.936,4,109.451,0,-2.56617,-7.50677,-2.56617,-1.97461,-7.80971
1,173.16,142.458,687,4,109.359,0,-1.9433,-4.56091,-1.9433,-1.34176,-6.85853
